,Dataset,Nome,unit_id,Área_Total,Área sobreposta com CAR,CARs na interseção,Percentual sobreposto
PA0069000,Assen.,PA SURUBIJU (PA0069000),PA0069000,36.57479142880264,36.574791216597596,12,99.99999941980519
PA0080000,Assen.,PA BOM JESUS (PA0080000),PA0080000,78.07071301148552,77.49975480159189,9,99.26866530627223
PA0081000,Assen.,PA CIDAPAR 1ª PARTE (PA0081000),PA0081000,2304.408863147922,2304.408863147926,161,100.00000000000016
PA0082000,Assen.,PA CIDAPAR 3ª PARTE (PA0082000),PA0082000,545.4505645177645,537.5098182659614,68,98.54418589541224
PA0085000,Assen.,PA ITABOCAL (PA0085000),PA0085000,412.0331315920157,412.03313159201616,44,100.00000000000011
PA0088000,Assen.,PA CIDAPAR 2ª PARTE (PA0088000),PA0088000,216.7102991464389,216.7102962771762,17,99.99999867599155
PA0097000,Assen.,PA TROPICÁLIA (PA0097000),PA0097000,43.97193000845322,43.971928876696694,1,99.9999974261841
PA0105000,Assen.,PA MINAS PARÁ (PA0105000),PA0105000,103.09517245258533,103.0951715225035,10,99.99999909784152
PA0150000,Assen.,PA ARAPUA SIMEIRA (PA0150000),PA0150000,690.67272613011,690.6727261301111,47,100.00000000000016
PA0154000,Assen.,PA CAMAPUÃ (PA0154000),PA0154000,73.32410302095309,73.3241020700384,22,99.99999870313493
PA0163000,Assen.,PA MARAVILHA (PA0163000),PA0163000,84.29671663113415,84.29671471358067,8,99.9999977252335
PA0164000,Assen.,PA FLORESTA GURUPI I (PA0164000),PA0164000,396.21657179488705,390.0068676890811,61,98.43275002918844
PA0165000,Assen.,PA VALE DO BACABA (PA0165000),PA0165000,139.11335988491658,139.11335687281107,6,99.99999783478344
PA0166000,Assen.,PA DEL REY (PA0166000),PA0166000,87.12893184846281,87.12893184846297,13,100.00000000000017
PA0167000,Assen.,PA SERRA NEGRA (PA0167000),PA0167000,25.203986965066594,25.164856394733103,4,99.84474452241335
PA0168000,Assen.,PA CANDIRU (PA0168000),PA0168000,90.76773123611795,90.76772866762613,11,99.99999717025887
PA0171000,Assen.,PA ÁGUIA (PA0171000),PA0171000,84.91504037185906,84.91504037185797,18,99.9999999999987
PA0178000,Assen.,PAQ ESPECIAL QUILOMBOLA ITAMAUARI (PA0178000),PA0178000,53.8167212466025,53.73042977514853,2,99.83965676567593
PA0179000,Assen.,PA PARAGONORTE (PA0179000),PA0179000,321.1192724681875,321.1192724681874,33,99.99999999999997
PA0180000,Assen.,PA RIO JABUTI (PA0180000),PA0180000,158.84063958362356,158.8406362508081,8,99.99999790178668
PA0193000,Assen.,PA PARANOA (PA0193000),PA0193000,174.58371301357292,174.58314098354035,43,99.99967234627864
PA0194000,Assen.,PA ÁGUA AZUL (PA0194000),PA0194000,41.2332763533666,41.23327500075014,1,99.99999671959985
PA0210000,Assen.,PA CALMARIA I (PA0210000),PA0210000,93.00572044074808,93.00571912111442,2,99.99999858112636
PA0211000,Assen.,PA CALMARIA II (PA0211000),PA0211000,128.70734349368158,128.70734349368175,11,100.00000000000013
PA0212000,Assen.,PA OLHO D AGUA I (PA0212000),PA0212000,96.60667446221692,96.43787676776063,3,99.82527325839965
PA0224000,Assen.,PA LUIZ LOPES SOBRINHO (PA0224000),PA0224000,45.19052547825452,45.19052320156308,1,99.999994962016
PA0225000,Assen.,PA CRISTAL (PA0225000),PA0225000,13.846844214768936,13.846843249581408,2,99.99999302954873
PA0229000,Assen.,PA ENALCO (PA0229000),PA0229000,112.99343655842738,112.99343411549965,13,99.99999783799149
PA0230000,Assen.,PA IMPERASSU (PA0230000),PA0230000,19.27882697563619,19.278825868514296,2,99.99999425731714
PA0248000,Assen.,PA CUPIÚBA (PA0248000),PA0248000,13.498236205992608,13.498235483153367,1,99.99999464493561
PA0250000,Assen.,PA JOÃO BATISTA II (PA0250000),PA0250000,21.1427758428169,21.142774798746117,1,99.9999950618084
PA0251000,Assen.,PA CANAÃ (PA0251000),PA0251000,39.21115966419894,39.211157739429055,4,99.9999950912702
PA0253000,Assen.,PA TRÊS IRMÃOS (PA0253000),PA0253000,34.72782288916701,34.7278219602559,3,99.99999732516747
PA0254000,Assen.,PA TIMBORANA (PA0254000),PA0254000,32.42157044154101,32.004521071379514,3,98.71366696775694
PA0255000,Assen.,PA RIO ACAMPAMENTO (PA0255000),PA0255000,64.90456577638851,64.90456360867063,5,99.99999666014577
PA0256000,Assen.,PA NOVA CONQUISTA (PA0256000),PA0256000,13.981252133122284,13.981251021774598,3,99.99999205115768
PA0257000,Assen.,PA OLHO D ÁGUA II (PA0257000),PA0257000,81.79723250128205,81.79723053697212,6,99.99999759856188
PA0258000,Assen.,PA RIO DAS CRUZES (PA0258000),PA0258000,39.09023654872699,39.09023585136224,18,99.99999821601297
PA0259000,Assen.,PA ESPERANÇA (PA0259000),PA0259000,55.93997883412712,55.939976980830146,3,99.99999668699022
PA0261000,Assen.,PCA MÁRTIRES DE ABRIL (PA0261000),PA0261000,4.080099055402767,0.0,0,0.0
PA0267000,Assen.,PA PIRAMIDE (PA0267000),PA0267000,2.395809058160752,2.395808716549228,2,99.99998574128756
PA0268000,Assen.,PA BACABAL (PA0268000),PA0268000,22.992980070930866,22.992979622768843,6,99.99999805087457
PA0269000,Assen.,PA PROGRESSO (PA0269000),PA0269000,37.286299071828395,37.286298076486155,4,99.9999973305416
PA0270000,Assen.,PA NOVA SANTA MARIA (PA0270000),PA0270000,9.026766619268674,9.026765871011076,1,99.9999917106797
PA0271000,Assen.,PA TAPERUSSU (PA0271000),PA0271000,41.62474994081789,41.62474832429672,1,99.99999611644232
PA0272000,Assen.,PA VALE DO MOJU (PA0272000),PA0272000,206.10795854423895,206.1079561399923,18,99.99999883350131
PA0273000,Assen.,PA INÁCIA (PA0273000),PA0273000,26.571918346449163,26.571917122959427,1,99.99999539555361
PA0275000,Assen.,PAE SÃO JOÃO BATISTA (PA0275000),PA0275000,4.718579447244177,4.7185794313906655,2,99.9999996640194
PA0276000,Assen.,PAE NOSSA SENHORA DO LIVRAMENTO (PA0276000),PA0276000,2.074990758177467,2.074990758177452,2,99.99999999999926
PA0278000,Assen.,PCA ELIZABETE TEIXEIRA (PA0278000),PA0278000,0.715994854249523,0.0,0,0.0
PA0286000,Assen.,PA MANDACARU (PA0286000),PA0286000,43.891197854436534,43.89119635313923,7,99.99999657950255
PA0287000,Assen.,PA DIAMANTINA II (PA0287000),PA0287000,22.618018392773696,22.618017473081654,2,99.99999593380807
PA0288000,Assen.,PA ALTA FLORESTA (PA0288000),PA0288000,39.89516409958569,39.89516340174153,8,99.99999825080513
PA0289000,Assen.,PA TERRA NOVA (PA0289000),PA0289000,58.27190426870284,58.27190204257995,3,99.99999617976636
PA0290000,Assen.,PA SUÇUARANA (PA0290000),PA0290000,42.28100529641586,42.28100395502146,2,99.99999682743021
PA0291000,Assen.,PAE ILHA DAS ONÇAS (PA0291000),PA0291000,80.23283809643087,78.52213197209265,3,97.86782299501591
PA0292000,Assen.,PAE JOÃO PILATOS (PA0292000),PA0292000,38.474563109557835,38.080393224329846,3,98.97550523418401
PA0293000,Assen.,PAE SANTO ANTONIO (PA0293000),PA0293000,13.59674752400664,13.069790127791865,2,96.12438639987711
PA0294000,Assen.,PAE NOSSA SENHORA DE NAZARÉ (PA0294000),PA0294000,10.069320440919196,9.49610691025653,2,94.30732655668332
PA0295000,Assen.,PAE NOSSA SENHORA DO PERPETUO SOCORRO (PA0295000),PA0295000,27.49663692745915,26.041787302311153,2,94.70899067043675
PA0296000,Assen.,PAE ILHA SANTA ROSA (PA0296000),PA0296000,4.052099082286842,3.92965071010614,2,96.97814960359761
PA0298000,Assen.,PAE ILHA VIÇOSA (PA0298000),PA0298000,3.7954119846414294,3.698875939368859,2,97.45650681235094
PA0299000,Assen.,PAE ILHA ARAPIRANGA (PA0299000),PA0299000,37.90448299943829,37.12242667714719,1,97.9367709030547
PA0300000,Assen.,PAE SANTA MARIA (PA0300000),PA0300000,7.592941251836333,6.595403113770465,1,86.8622961118708
PA0301000,Assen.,PAE SANTO AFONSO (PA0301000),PA0301000,22.368116078658296,22.325734956998367,3,99.81052887283447
PA0302000,Assen.,PAE NOSSA SENHORA DAS GRAÇAS (PA0302000),PA0302000,19.52208120515406,18.600734331317174,3,95.28048846762486
PA0303000,Assen.,PAE SANTO ANTONIO II (PA0303000),PA0303000,12.52022129392085,9.190867167424667,1,73.40818466113902
PA0304000,Assen.,PAE SÃO FRANCISCO DE ASSIS (PA0304000),PA0304000,4.947060081683587,4.181581442211321,1,84.52659505174724
PA0305000,Assen.,PAE SÃO RAIMUNDO (PA0305000),PA0305000,26.42289909773886,25.695758857748576,1,97.24806790768652
PA0306000,Assen.,PA PAULO FONTELES (PA0306000),PA0306000,8.458625383460031,8.458624679070732,1,99.99999167253227
PA0307000,Assen.,PA ALTO BONITO (PA0307000),PA0307000,24.31206152464964,24.312060575309253,2,99.99999609518763
PA0308000,Assen.,PA SANTA PAULA I (PA0308000),PA0308000,3.5232437450154372,3.523243267542311,1,99.99998644791106
PA0309000,Assen.,PAE ILHA MAMANGAL (PA0309000),PA0309000,25.89283349453649,24.89977407958511,2,96.16473254979638
PA0310000,Assen.,PAE ILHA URUBUOCA (PA0310000),PA0310000,3.566535624281617,3.5407173401874616,1,99.27609627902271
PA0311000,Assen.,PAE ILHA LONGA (PA0311000),PA0311000,1.9556358660840825,1.8779386878715365,1,96.02701200361369
PA0312000,Assen.,PAE ILHA SUMAUMA (PA0312000),PA0312000,47.42371298610292,43.166048323551934,3,91.02207652151012
PA0315000,Assen.,PAE ILHA MUCURA (PA0315000),PA0315000,4.8314374086795775,4.794191752264077,2,99.2290978177925
PA0313000,Assen.,PAE ILHA GRANDE - PACAJAI (PA0313000),PA0313000,369.71876015268936,368.41075132863625,3,99.64621518704841
PA0314000,Assen.,PAE ILHA BUÇU (PA0314000),PA0314000,5.06570242701358,5.065702320314037,2,99.99999789368712
PA0323000,Assen.,PAE NOSSA SENHORA DA PAZ (PA0323000),PA0323000,22.007468084503174,21.451501730137444,1,97.47373776832956
PA0324000,Assen.,PAE SÃO JOÃO BATISTA II (PA0324000),PA0324000,32.22259906769257,32.22259906769182,1,99.99999999999766
PA0325000,Assen.,PAE ILHA UMARITUBA (PA0325000),PA0325000,7.575772733018977,6.768852949554231,2,89.34868016898409
PA0326000,Assen.,PAE ILHA DO PAULO (PA0326000),PA0326000,4.004827462912532,3.5443016043866975,2,88.50073160977291
PA0327000,Assen.,PAE ILHA DO TESO (PA0327000),PA0327000,10.95273597207529,10.68080854589356,2,97.51726484711193
PA0328000,Assen.,PAE ILHA RAQUEL (PA0328000),PA0328000,16.590558182750534,16.188704327425512,4,97.5778159426677
PA0329000,Assen.,PAE ILHA CAETÉ (PA0329000),PA0329000,11.530167225493066,11.222210296982778,2,97.32912001632205
PA0330000,Assen.,PAE ILHA CUXIPIARI (PA0330000),PA0330000,37.82921167370939,35.65914657386952,1,94.263520163842
PA0331000,Assen.,PAE ILHA JACARÉ XINGU (PA0331000),PA0331000,9.642401113793762,9.25445190832087,1,95.97663278166351
PA0332000,Assen.,PAE ILHA JAITUBA (PA0332000),PA0332000,9.780166470813674,9.302429358913416,1,95.11524560112615
PA0333000,Assen.,PAE ILHA JOROCA (PA0333000),PA0333000,23.285759877254378,21.90122945202335,2,94.0541754594685
PA0334000,Assen.,PAE ILHA MANOEL RAIMUNDO (PA0334000),PA0334000,12.078137705016617,11.810549666154884,2,97.78452568270859
PA0335000,Assen.,PAE ILHA DO CARMO (PA0335000),PA0335000,0.9115678966672481,0.0,0,0.0
PA0337000,Assen.,PAE ILHA GAMA (PA0337000),PA0337000,1.3809145475509494,0.0,0,0.0
PA0338000,Assen.,PAE ILHA GUAJARÁ (PA0338000),PA0338000,4.904556565360972,4.543193500831754,2,92.6320950790661
PA0339000,Assen.,PAE ILHA CACOAL (PA0339000),PA0339000,5.353505729122777,3.345928456057759,1,62.499764179873615
PA0340000,Assen.,PAE ILHA JARACUERA (PA0340000),PA0340000,7.246066785668177,5.1542505921730335,2,71.1317014406699
PA0341000,Assen.,PAE ILHA MAPEUÁ (PA0341000),PA0341000,4.131706765711343,3.8928111534356806,1,94.2179920836049
PA0342000,Assen.,PAE ILHA MOIRABA (PA0342000),PA0342000,2.6959888628761743,2.578841791571105,2,95.65476427153735
PA0343000,Assen.,PAE ILHA TABATINGA DO CARAPAJÓ (PA0343000),PA0343000,5.417903390515027,4.001105558239022,1,73.8497029172511
PA0344000,Assen.,PAE ILHA PARURU (PA0344000),PA0344000,38.84164121275339,36.974209950724,1,95.1921926990659
PA0345000,Assen.,PAE ILHA CARIPETUBA (PA0345000),PA0345000,37.95212829150986,36.41345857222275,4,95.94576170414317
PA0346000,Assen.,PAE ILHA URUÁ I (PA0346000),PA0346000,16.547622565281404,16.225888635536393,4,98.05570903931515
PA0347000,Assen.,PAE ILHA PIQUIARANA (PA0347000),PA0347000,8.158455264844775,7.926751989694455,4,97.15996144332932
PA0348000,Assen.,PAE COMUNIDADE XIPAIÁ (PA0348000),PA0348000,12.593978266760098,12.28978288605288,1,97.58459658843388
PA0349000,Assen.,PAE ILHA GRANDE BELÉM (PA0349000),PA0349000,9.211811299609492,9.066147079380908,2,98.41872335970713
PA0350000,Assen.,PAE ILHA JUTUBA (PA0350000),PA0350000,5.126322230521575,5.017901521295947,1,97.88501962322808
PA0351000,Assen.,PAE ILHA MURUTUCU (PA0351000),PA0351000,8.759479195970714,8.637280971423795,2,98.6049601601528
PA0352000,Assen.,PAE ILHA PAQUETÁ (PA0352000),PA0352000,8.009307170423497,7.882597177490972,1,98.41796562129073
PA0353000,Assen.,PAE ILHA SANTANA (PA0353000),PA0353000,46.70981666553563,45.525245125180184,3,97.46397732871115
PA0354000,Assen.,PAE ILHA JUPATITUBA (PA0354000),PA0354000,0.522655473845909,0.0,0,0.0
PA0355000,Assen.,PAE ILHA URUÁ (PA0355000),PA0355000,5.952508086985081,5.304276825688779,1,89.1099474066464
PA0356000,Assen.,PAE ILHA SANTARÉM (PA0356000),PA0356000,43.20084550466435,42.09080941962517,2,97.43052231484836
PA0357000,Assen.,PAE ILHA CASTANHAL (PA0357000),PA0357000,13.791852321527545,13.181762756064828,4,95.57644940476607
PA0358000,Assen.,PAE ILHA UNIÃO (PA0358000),PA0358000,6.985649855203803,6.616747247423753,1,94.71913686734177
PA0359000,Assen.,PAE ILHA DAS CINZAS (PA0359000),PA0359000,29.168567608531117,29.16856760853079,1,99.99999999999888
PA0360000,Assen.,PAE ILHA PALHETA (PA0360000),PA0360000,4.351887600745696,3.8683631511098175,1,88.88931668287971
PA0361000,Assen.,PAE ILHA DAS PRACUUBINHAS (PA0361000),PA0361000,8.074658221448828,8.071426169267976,2,99.95997289182759
PA0362000,Assen.,PAE ILHA CHIQUEIRO (PA0362000),PA0362000,26.437865124474584,24.5390800831235,2,92.81793354943285
PA0363000,Assen.,PAE ILHA CAMPUMPEMA (PA0363000),PA0363000,3.4038869014845816,2.873319318550639,2,84.41289037239929
PA0364000,Assen.,PAE ILHA URUTAÍ (PA0364000),PA0364000,310.1235130077421,310.1234719688505,4,99.99998676692032
PA0365000,Assen.,PAE ILHA MURUMURU (PA0365000),PA0365000,17.285141529007923,15.803405589965799,1,91.42768986556763
PA0366000,Assen.,PAE ILHA GOIABAL (PA0366000),PA0366000,12.115658340894479,10.958733392630034,2,90.4509939475643
PA0367000,Assen.,PAE ILHA BACURI (PA0367000),PA0367000,21.493235385151756,20.24298109032147,1,94.18303353391829
PA0368000,Assen.,PAE ILHA SANTO AMARO (PA0368000),PA0368000,46.12052091467986,45.60390038031141,2,98.87984670571227
PA0369000,Assen.,PAE ILHA PIQUIARANA MIRIM (PA0369000),PA0369000,5.805596522382947,5.353178679204923,2,92.20721175793446
PA0370000,Assen.,PA PALHETA (PA0370000),PA0370000,66.3551303785949,66.35512986728887,20,99.99999922944009
PA0371000,Assen.,PAE ILHA SACAJÓS GRANDE (PA0371000),PA0371000,34.71524874590583,32.1852047068937,1,92.71200947592082
PA0372000,Assen.,PAE ILHA PRAIA GRANDE (PA0372000),PA0372000,54.81013683079543,53.91763935031457,3,98.37165617149235
PA0373000,Assen.,PAE ILHA MURUJUCÁ MIRI (PA0373000),PA0373000,22.97596450748895,20.579975796771677,2,89.57176004543223
PA0374000,Assen.,PAE ILHA ATURIÁ GRANDE (PA0374000),PA0374000,4.880013157646139,4.472555210555687,2,91.6504744162004
PA0375000,Assen.,PAE ILHA DAMIÃO (PA0375000),PA0375000,46.16405039318431,45.53213115151445,3,98.63114428589404
PA0376000,Assen.,PAE ILHA CAÍ GRANDE (PA0376000),PA0376000,6.744868241224693,6.049744969337455,1,89.69404224031186
PA0377000,Assen.,PAE ILHA JARIMBU (PA0377000),PA0377000,86.68206966653318,84.33649930907886,6,97.29405358400214
PA0378000,Assen.,PAE ILHA PANACAUERA-MIRI (PA0378000),PA0378000,42.5618747792977,41.33527996525267,2,97.11809026175308
PA0379000,Assen.,PAE ILHA DO CUMBU (PA0379000),PA0379000,15.061880670240024,14.866841429706168,2,98.70508042917095
PA0380000,Assen.,PAE ILHA PAULISTA (PA0380000),PA0380000,16.48893147160285,16.10326256042875,2,97.66104364107342
PA0381000,Assen.,PAE ILHA CONCEIÇÃO (PA0381000),PA0381000,48.689086821004544,48.377877529824616,3,99.36082331483433
PA0382000,Assen.,PAE ILHA MUTIRÃO (PA0382000),PA0382000,15.215770848316533,14.720725641327848,2,96.74649932675966
PA0383000,Assen.,PA AREIA BRANCA (PA0383000),PA0383000,14.254089346788307,14.25408934678832,4,100.00000000000009
PA0384000,Assen.,PA LUIZ INÁCIO (PA0384000),PA0384000,343.23674053156407,343.236740531564,29,99.99999999999999
PA0385000,Assen.,PAE ILHA COMPRIDA (PA0385000),PA0385000,0.5663229940063167,0.0,0,0.0
PA0386000,Assen.,PAE ILHA MAUBA (PA0386000),PA0386000,9.15459483907395,8.537216211161466,2,93.25607917373506
PA0388000,Assen.,PAE COMPLEXO MARACUJÁ (PA0388000),PA0388000,8.234584008530295,8.161997290109188,3,99.1185138393644
PA0389000,Assen.,PAE ILHA ANUERÁ (PA0389000),PA0389000,3.055044189188887,2.3399127761279455,1,76.59178169691849
PA0390000,Assen.,PAE ILHA DE MELGAÇO (PA0390000),PA0390000,140.00855612534454,137.3219413032975,9,98.0811066863358
PA0391000,Assen.,PAE ILHA MUJIRUM (PA0391000),PA0391000,156.885297811748,154.80595362265862,8,98.67460863567698
PA0393000,Assen.,PA NAZARE (PA0393000),PA0393000,51.25498553091863,51.25498428498588,2,99.99999756914818
PA0394000,Assen.,PAE TRÊS IRMÃS (PA0394000),PA0394000,10.895395190088442,8.850520876343001,3,81.23175636983167
PA0395000,Assen.,PAE ILHA COROA NOVA (PA0395000),PA0395000,8.514665317681722,7.739871469802205,1,90.90047795219192
PA0396000,Assen.,PAE ILHA MARINTEUA (PA0396000),PA0396000,4.636529652338195,3.4877999462070433,1,75.22436407687269
PA0397000,Assen.,PAE ILHA PACUÍ (PA0397000),PA0397000,8.513080679798666,6.657231421366679,1,78.20002736687469
PA0398000,Assen.,PAE ILHA ITANDUBA (PA0398000),PA0398000,9.896681101901777,9.60658664387491,2,97.0687702772284
PA0399000,Assen.,PAE ILHA ITAUNA (PA0399000),PA0399000,9.786226068300984,6.594185006048553,2,67.38230815460192
PA0400000,Assen.,PAE ILHA AJARAÍ (PA0400000),PA0400000,4.070988038442091,3.391535539856378,1,83.30988712888163
PA0401000,Assen.,PAE ILHA SANTANA DE CAMETÁ (PA0401000),PA0401000,27.78087560503925,24.434211564100796,1,87.9533529161644
PA0402000,Assen.,PA NOVA VIDA (PA0402000),PA0402000,39.516607010877145,39.516605761090176,4,99.99999683731204
PA0403000,Assen.,PA GLEBINHA (PA0403000),PA0403000,17.489851240865487,17.489850284806703,4,99.99999453363685
PA0404000,Assen.,PAE ILHA NOVA (PA0404000),PA0404000,2.734342116526003,2.72667007591767,2,99.71941914064212
PA0317000,Assen.,PAE ILHA MOCAJUBA (PA0317000),PA0317000,1.7052579980585105,1.3868977444405828,1,81.33066937786595
PA0318000,Assen.,PA NOVO JAUARA (PA0318000),PA0318000,14.601987589746274,14.601986710030607,1,99.99999397537039
PA0319000,Assen.,PA ARAXITEUA (PA0319000),PA0319000,14.657609841109126,14.657608921676713,2,99.99999372726917
PA0320000,Assen.,PA FLOR DE MINAS (PA0320000),PA0320000,26.092363713135246,26.09236371313523,1,99.99999999999994
PA0321000,Assen.,PAE ILHA SÃO MATEUS (PA0321000),PA0321000,17.608376665790935,17.44031812053298,2,99.04557615703182
PA0322000,Assen.,PAE ILHA GRANDE CAMETÁ (PA0322000),PA0322000,76.47121924487305,74.6434193022444,1,97.60981979798733
PA0411000,Assen.,PA JUTAÍ MIRIM (PA0411000),PA0411000,21.912779282601996,21.91277841130668,2,99.9999960238028
PA0412000,Assen.,PAE ILHA COROCA (PA0412000),PA0412000,19.004635583659,18.43387790346905,2,96.99674493795234
PA0413000,Assen.,PAE ILHA PAQUETÁ II (PA0413000),PA0413000,8.136846233763634,7.273663614733393,2,89.39168082778207
PA0414000,Assen.,PAE ILHA BOA VISTA (PA0414000),PA0414000,9.24636144499687,8.690311764549925,2,93.9862865652108
PA0415000,Assen.,PAE ILHA CHAVES (PA0415000),PA0415000,10.023054233884084,9.4872708255451,2,94.65448958135228
PA0416000,Assen.,PAE ILHA LARANJA (PA0416000),PA0416000,15.78757879770321,14.926833790640114,2,94.54796065886735
PA0417000,Assen.,PAE ILHA SÃO JOÃO (PA0417000),PA0417000,7.8981613786182,7.39145562367209,2,93.58450998079303
PA0418000,Assen.,PAE ILHA TUCUPI GRANDE (PA0418000),PA0418000,15.497935147533498,15.028999909831292,2,96.97420828492214
PA0419000,Assen.,PAE ILHA SANTO ANTÔNIO III (PA0419000),PA0419000,14.142024357903729,13.322844921333157,2,94.20748108022636
PA0430000,Assen.,PA PATAUATEUA (PA0430000),PA0430000,27.562707626604706,27.56270691769409,2,99.99999742800807
PA0431000,Assen.,PA FE EM DEUS (PA0431000),PA0431000,3.8448835779696884,3.84488313482749,2,99.99998847449632
PA0433000,Assen.,PA PEDRO SOUZA (PA0433000),PA0433000,11.516622846280423,11.245793174096747,2,97.64835858742089
PA0436000,Assen.,PAE ILHA SANTA MARIA (PA0436000),PA0436000,11.849431050867835,11.826088993835123,2,99.80301115781417
PA0437000,Assen.,PAE ILHA MARITUBINHA (PA0437000),PA0437000,44.6266565726922,44.549544365060164,3,99.8272059491922
PA0438000,Assen.,PAE ILHA ATATAZINHO (PA0438000),PA0438000,20.710635451383922,19.900526346439214,1,96.08843916524746
PA0441000,Assen.,PAE ILHA SANTA CATARINA (PA0441000),PA0441000,4.011921809757521,3.914828496037266,2,97.57988020892853
PA0442000,Assen.,PAE ILHA TRACUATEUA (PA0442000),PA0442000,9.461410025813395,9.176253414242897,1,96.9861087217179
PA0443000,Assen.,PAE ILHA BELA PATRIA (PA0443000),PA0443000,4.215183517621408,4.020160823021998,1,95.37332849722615
PA0444000,Assen.,PAE ILHA SÃO RAIMUNDO (PA0444000),PA0444000,29.682236858408494,29.668884305280837,2,99.95501500378374
PA0445000,Assen.,PAE ILHA SORVA (PA0445000),PA0445000,14.375787269474994,14.045325911100608,1,97.70126427040225
PA0447000,Assen.,PAE ILHA SÃO JOÃO I (PA0447000),PA0447000,40.65372765658338,39.89923353482825,1,98.14409608848514
PA0448000,Assen.,PAE ILHA CALHEIRA (PA0448000),PA0448000,23.722820184348198,23.294779371158782,1,98.19565797884424
PA0405000,Assen.,PAE ILHA JUPATITUBA DE CURRALINHO (PA0405000),PA0405000,111.65682991704578,110.03479172394317,3,98.54730051506236
PA0406000,Assen.,PAE ILHA CANATICU (PA0406000),PA0406000,15.34894513119327,15.348943838257997,2,99.99999157639003
PA0407000,Assen.,PAE ILHA DO MUTUM (PA0407000),PA0407000,52.596805859884725,41.84479506820815,2,79.55767348245557
PA0408000,Assen.,PAE ILHA DO FURO GRANDE (PA0408000),PA0408000,13.666585040746991,12.739847735725155,2,93.21895482844643
PA0409000,Assen.,PAE ILHA ITABOCA (PA0409000),PA0409000,22.91181708843435,22.053596209661457,2,96.2542434960075
PA0410000,Assen.,PAE ILHA PINDOBAL GRANDE (PA0410000),PA0410000,41.09046023649725,40.357729058449195,2,98.21678517633825
PA0450000,Assen.,PAE ILHA SAMANAJÓS (PA0450000),PA0450000,25.727934478447036,24.036340069472892,1,93.42506717594746
PA0451000,Assen.,PAE ILHA ARARAS (PA0451000),PA0451000,3.4992266158454206,3.2122577895303825,1,91.7990785445113
PA0452000,Assen.,PAE ILHA SAO PEDRO E BARBOSA (PA0452000),PA0452000,8.86068978507321,8.522541316764727,1,96.18372297743532
PA0453000,Assen.,PAE ILHA GRANDE DO LAGUNA (PA0453000),PA0453000,1767.759922892715,1767.7599204456826,37,99.9999998615744
PA0454000,Assen.,PAE ILHA SANTA MARIA I (PA0454000),PA0454000,11.849285298505713,10.930519018439416,2,92.2462304103509
PA0455000,Assen.,PAE ILHA MACUJUBIM (PA0455000),PA0455000,122.6615764866516,120.98677960119944,7,98.63461979421534
PA0456000,Assen.,PAE ILHA ATURIÁ (PA0456000),PA0456000,134.97546989273363,134.4089739684936,3,99.58029712755196
PA0457000,Assen.,PAE ILHA DOS MACACOS (PA0457000),PA0457000,1295.1433559166612,1285.91420090251,11,99.28740282131785
PA0458000,Assen.,PA RIO BUJARU (PA0458000),PA0458000,80.76813219102311,80.56065768961398,5,99.74312331388518
PA0459000,Assen.,PA TARIRATEUA (PA0459000),PA0459000,34.34823264036953,34.348231280568314,2,99.99999604113192
PA0461000,Assen.,PAE ILHA CARARUÁ-GRANDE (PA0461000),PA0461000,71.6940780979016,70.52603299250539,4,98.37079276784732
PA0462000,Assen.,PAE LUZ DA VIDA (PA0462000),PA0462000,36.49721751495291,35.055740107116826,2,96.05044574358166
PA0464000,Assen.,PAE ILHA JURUPARI (PA0464000),PA0464000,43.75340804270094,41.36269813051835,2,94.53594584026601
PA0465000,Assen.,PAE ILHA TAQUARI (PA0465000),PA0465000,67.45733853107863,65.1435759139647,2,96.57003571813324
PA0466000,Assen.,PAE ILHA ITAPERA (PA0466000),PA0466000,58.18954271174139,58.12048664791012,3,99.88132564613309
PA0467000,Assen.,PAE ILHA URUÁ II (PA0467000),PA0467000,29.173719054163556,28.64065028583026,1,98.17277746678919
PA0468000,Assen.,PAE ILHA SANTA APOLONIA (PA0468000),PA0468000,17.73937720732216,17.438680108775895,1,98.30491738784298
PA0469000,Assen.,PAE ILHA PANACU (PA0469000),PA0469000,51.693094890898344,50.36970336290612,6,97.43990656627287
PA0470000,Assen.,PAE ILHA SAPATEIRO (PA0470000),PA0470000,2.9659357135943116,2.6775328997831473,1,90.27616099400687
PA0471000,Assen.,PAE SANTA ROSA DO MARACATI (PA0471000),PA0471000,31.709886865508953,30.382380706840365,2,95.81358910456245
PA0472000,Assen.,PAE ILHA SANTA MARIA II (PA0472000),PA0472000,9.184555671438595,8.688225304047863,1,94.59603289319503
PA0473000,Assen.,PAE ILHA SANTA MARIA III (PA0473000),PA0473000,0.9245201926522206,0.0,0,0.0
PA0474000,Assen.,PAE ILHA MARIANA (PA0474000),PA0474000,3.1008456151646553,2.8685030509172416,1,92.50712247294271
PA0475000,Assen.,PAE ILHA NOSSA SENHORA DO LIVRAMENTO I (PA0475000),PA0475000,21.496073210560912,21.040789805216345,1,97.8820159343294
PA0477000,Assen.,PAE ILHA ENTRE-ILHAS (PA0477000),PA0477000,0.5500457128473117,0.0,0,0.0
PA0478000,Assen.,PAE ILHA JACAREUÁ (PA0478000),PA0478000,11.145099735698933,10.898547274846134,1,97.78779493499673
