,Area Cidade,Car Registros,CAR - Area,Percentual CAR,Assen. - Area CAT ,Assen. - Area CAR sob CAT,Assen. - N CAR sob CAT,Assen. - Pc CAR sob CAT,Quil. - Area CAT ,Quil. - Area CAR sob CAT,Quil. - N CAR sob CAT,Quil. - Pc CAR sob CAT,TIs - Area CAT ,TIs - Area CAR sob CAT,TIs - N CAR sob CAT,TIs - Pc CAR sob CAT,UCs - Area CAT ,UCs - Area CAR sob CAT,UCs - N CAR sob CAT,UCs - Pc CAR sob CAT
Rurópolis,7045.699309542293,4326,8160.2077917793495,115.81828053217697,1829.5599350552018,2980.574531546444,189,36.52571855521983,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1842.4457087908074,1473.8991702320234,17,18.062029887484478
Salinópolis,226.31373924354568,332,69.19344947282808,30.57412674286032,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.991071241614917,0.0,0,0.0
Salvaterra,919.3315005194728,312,617.5188140704975,67.17041825734954,0.0,0.0,0,0.0,47.771315184751586,63.280911885481366,5,10.247608727635797,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Bárbara do Pará,278.4315253002061,677,214.64078869114445,77.08925505461991,63.865581082498544,63.44312693126288,1,29.557814858085447,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Cruz do Arari,1077.5441136705572,135,965.7242716483419,89.62271329743419,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Izabel do Pará,718.4255437458577,1716,566.6097272212642,78.86826020508282,0.8349595654384316,0.829110934802906,1,0.14632839765547012,0.9787769438692946,0.0,0,0.0,0.0,0.0,0,0.0,10.173965936968747,0.0,0,0.0
Santa Luzia do Pará,1348.1209634345041,1080,969.4469904516358,71.91097955941952,13.869339088042024,15.13494922689897,2,1.5611941009634842,23.535401563230643,23.498152226567047,3,2.423871800934673,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Maria das Barreiras,10453.769268880045,5693,16887.44351832189,161.54406208863176,2456.605122672036,4058.6836123578078,593,24.033736118521276,0.0,0.0,0,0.0,14.730103236860906,0.0,0,0.0,0.0,0.0,0,0.0
Santa Maria do Pará,458.21336714458266,792,300.590942741687,65.60064901966072,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santana do Araguaia,11753.113722997414,3622,18319.79614716782,155.87185301645917,1824.2650172130388,3884.657756565983,405,21.20469968857453,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santarém,17933.39132150469,4508,25896.386799647225,144.40317693058853,5010.67415331678,13500.126684832854,255,52.13131387509535,266.97884710377394,621.9290549913289,36,2.401605520503738,513.04893718714,853.2538286756588,23,3.294875981259603,4779.308535743232,4822.339786699154,26,18.62167036663526
Santarém Novo,229.7169008714606,354,155.4497721652511,67.6701503352746,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,32.689356285885346,0.0,0,0.0
Santo Antônio do Tauá,538.1434449079212,612,276.1839710079439,51.32162690473731,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.22840856697921405,0.0,0,0.0
São Caetano de Odivelas,464.5847712774439,495,207.52476433362565,44.66886931377581,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.4676909078590736,0.0,0,0.0
São Domingos do Araguaia,1400.2092046197765,1928,2011.9753576034936,143.69105352009456,528.6365783689686,630.5683024295549,88,31.340756736734505,0.0,0.0,0,0.0,13.3112389171494,1.7864235246752398,1,0.08878953302902709,0.0,0.0,0,0.0
São Domingos do Capim,1688.9839919741557,3474,2136.747001140572,126.51079058736678,353.11851423626234,619.5307348063063,39,28.99410807529425,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Félix do Xingu,84960.43896431127,12072,53481.131414032876,62.94827576926517,4678.5977355496625,11956.633072327993,881,22.35673172237845,0.0,0.0,0,0.0,30681.53023074153,306.7740273816592,31,0.5736117005579373,16173.871130690042,18322.446690725632,1411,34.259646732002416
São Francisco do Pará,479.9186866700487,659,370.49657123561707,77.1998635448715,45.26393968932029,45.263937408930246,1,12.217100217142002,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Geraldo do Araguaia,3188.9928252122527,3350,4180.632681907733,131.09570673397417,1088.4058295574957,1557.8483517067923,222,37.2634591517355,0.0,0.0,0,0.0,256.7710715821489,66.40181786264745,9,1.5883198289581988,520.3818247322357,197.5363665884134,42,4.725035218790672
São João da Ponta,196.09294637888482,393,80.93885022195954,41.275758111957764,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,31.621527210517257,0.0,0,0.0
São João de Pirabas,668.6465520947664,510,329.1282443943285,49.22305265214043,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.384839680846449,0.0,0,0.0
São João do Araguaia,1286.5492620941316,2141,1556.8983426993125,121.01350399635149,382.17393418905255,405.8331108408756,28,26.066770045965367,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Miguel do Guamá,1095.8311666132367,1554,825.4594385917189,75.32724599747189,0.0,0.0,0,0.0,11.101182376718162,19.8996297113031,6,2.410733802408633,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Sebastião da Boa Vista,1634.021032197018,145,3869.8570267003315,236.83030698185857,676.3868607546447,1504.5240166877306,48,38.878025888480344,0.0,0.0,0,0.0,0.0,0.0,0,0.0,722.9681878532458,2156.7432733690143,17,55.731859303545924
Sapucaia,1308.2856438158396,355,1801.6246853490995,137.70881717346924,42.751714138653305,63.55126792054215,10,3.527442115849332,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Senador José Porfírio,14469.30113117542,2719,7513.527705719907,51.92737118126135,1741.2754831841887,2405.401212754988,205,32.01427221628266,0.0,0.0,0,0.0,10177.27768246892,1359.1123897534646,151,18.088871738887686,269.7291062253201,10.05360861270225,3,0.13380676835793961
Soure,2859.6880479814486,197,2679.3913295189745,93.69523124769714,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Tailândia,4439.571455742256,3238,5939.662380077603,133.78909291785564,56.849595931664894,65.02944975387311,9,1.0948341099654133,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Terra Alta,205.1625983503047,749,167.56027436466482,81.67194006705071,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Terra Santa,1898.4552560112954,1232,2016.3852114978602,106.21189017297877,399.0673608485427,845.4322600995607,65,41.9281125093918,0.6691834398176247,0.6691834398176247,1,0.0331872816762292,0.0,0.0,0,0.0,521.9821509178695,540.4489538726074,7,26.802862408970853
Tomé-Açu,5154.789869784318,3902,6591.690553510575,127.87505834425754,62.72994673672419,66.0107918072983,7,1.0014243124951088,0.0,0.0,0,0.0,18.117849969631926,0.0,0,0.0,0.0,0.0,0,0.0
Tracuateua,868.8573383664725,1082,401.60928046696574,46.222695341680165,0.0,0.0,0,0.0,2.068200262293353,1.9327806739328972,1,0.4812589668459809,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Trairão,12047.622044264112,2013,4462.67697967485,37.041973621670316,563.7226981246176,788.9963102634531,73,17.679888413544536,0.0,0.0,0,0.0,196.59810535214382,38.72315294559988,6,0.8677113114384819,8219.007464035525,591.5167809668222,55,13.254752330515307
Tucumã,2532.0224723610118,2671,7410.681101762178,292.6783305699498,2386.9435551676847,6071.36647575772,531,81.9272397825082,0.0,0.0,0,0.0,6.570868866591782,1.2941183276168347,1,0.017462879725172735,0.0,0.0,0,0.0
Tucuruí,2090.541390066873,1706,1943.206582338079,92.95231328933023,163.7228624588857,195.8611245887543,23,10.079274451257412,0.0,0.0,0,0.0,100.6797996885401,0.0,0,0.0,1346.1124995671546,609.0377952781578,88,31.3418964722402
Ulianópolis,5103.476858007894,2201,6241.577272392358,122.30049133266205,230.18907119606098,437.79223721564796,39,7.01412829016927,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Uruará,10820.68245943477,6556,12464.047756540394,115.18726109250845,3912.709483307583,5212.852321949513,322,41.82310934434696,0.0,0.0,0,0.0,926.5190755713411,122.9992062559034,50,0.9868319558657076,0.0,0.0,0,0.0
Vigia,401.95617407287,803,233.02417668459466,57.972533254919,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Viseu,4978.589161535476,4408,5602.174844776978,112.52534931099191,10.73575883562867,21.27152075540318,2,0.37970112223889363,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Vitória do Xingu,3096.4996518631006,1982,2767.210470410364,89.36576074682877,3.780644404752629,4.400228656918203,3,0.1590131543650046,0.0,0.0,0,0.0,140.81679807359248,23.367727431005775,6,0.84445067264943,0.0,0.0,0,0.0
Xinguara,3809.3441334076747,2363,4785.985002971786,125.63803204333897,600.7201739951023,622.2450044344673,97,13.001398960675669,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
