,Area Cidade,Car Registros,CAR - Area,Percentual CAR,Assen. - Area CAT ,Assen. - Area CAR sob CAT,Assen. - N CAR sob CAT,Assen. - Pc CAR sob CAT,Quil. - Area CAT ,Quil. - Area CAR sob CAT,Quil. - N CAR sob CAT,Quil. - Pc CAR sob CAT,TIs - Area CAT ,TIs - Area CAR sob CAT,TIs - N CAR sob CAT,TIs - Pc CAR sob CAT,UCs - Area CAT ,UCs - Area CAR sob CAT,UCs - N CAR sob CAT,UCs - Pc CAR sob CAT
Porto de Moz,1.4164211009878969,1923,1.5923035438221866,112.41738369413015,0.018794089780410046,0.043777355683173244,59,2.7493096936837493,0.0005345048958595025,0.0009928443558342055,3,0.06235270653552454,0.001863699199000176,0.0,0,0.0,1.0473155026830518,1.324393177335613,80,83.17466744792404
Prainha,1.2022509508365182,5621,1.3556549383509917,112.75973102019475,0.11503473198133488,0.26094511922322844,227,19.248638561420364,0.0014671797761110518,0.0020650556083321413,2,0.15232899980020426,0.0,0.0,0,0.0,0.17255847838566857,0.19351062850181014,43,14.274327708878115
Primavera,0.021071057453481278,483,0.01700744566568637,80.71472304241887,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Quatipuru,0.024585045899868426,256,0.0059776474166369845,24.314160083260106,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Redenção,0.3136745243960488,2611,0.39749329094353436,126.72157284971446,0.03159962854419126,0.03894113421720338,59,9.796677102340109,0.0,0.0,0,0.0,0.0010990259774400848,0.0003508400002656402,2,0.08826312500340504,1.347287999999725e-05,0.0,0,0.0
Rio Maria,0.33697600489678436,2009,0.40801261582581666,121.08061401902808,0.034430695065591245,0.04641868299867935,117,11.376776403035487,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Rondon do Pará,0.672000444704781,4706,0.7836603713153976,116.61604951164432,0.033367616628307756,0.042254301591734295,60,5.391915061470975,0.0,0.0,0,0.0,0.00042102086282555507,8.659293152089532e-05,1,0.011049803548895355,0.0,0.0,0,0.0
Rurópolis,0.5719478154121019,4326,0.662420125351646,115.81828053217697,0.14851794861627546,0.2419537106390766,189,36.52571855521983,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.149563975392921,0.11964652102172645,17,18.062029887484478
Salinópolis,0.01837144094167975,332,0.0056169076379988985,30.57412674286032,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00024280580070550143,0.0,0,0.0
Salvaterra,0.0746284535091521,312,0.05012824436108912,67.17041825734954,0.0,0.0,0,0.0,0.003877925832326869,0.005136946344157568,5,10.247608727635797,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Bárbara do Pará,0.02260219967401042,677,0.017423867354652362,77.08925505461991,0.005184407959432553,0.005150114453806536,1,29.557814858085447,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Cruz do Arari,0.08747165820564676,135,0.07839447345015836,89.62271329743419,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Izabel do Pará,0.05831953681662126,1716,0.04599560404693193,78.86826020508282,6.77794039213649e-05,6.730463039383006e-05,1,0.14632839765547012,7.945404852341665e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0008258907080870627,0.0,0,0.0
Santa Luzia do Pará,0.10943623990642776,1080,0.07869667210970857,71.91097955941952,0.0011258695331877039,0.0012286078026313458,2,1.5611941009634842,0.001910530228093256,0.0019075064435412474,3,2.423871800934673,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santa Maria das Barreiras,0.8486042667277153,5693,1.3708698035293987,161.54406208863176,0.19941951416228199,0.32947123110874676,593,24.033736118521276,0.0,0.0,0,0.0,0.0011957436724140626,0.0,0,0.0,0.0,0.0,0,0.0
Santa Maria do Pará,0.03719632683955575,792,0.024401031818222826,65.60064901966072,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santana do Araguaia,0.9540809822886206,3622,1.4871437063709085,155.87185301645917,0.14808812376006705,0.3153443568734877,405,21.20469968857453,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Santarém,1.4557765721528177,4508,2.1021876191998903,144.40317693058853,0.4067508432910385,1.095898026008489,255,52.13131387509535,0.021672507107341307,0.050486253914050656,36,2.401605520503738,0.041647706768619945,0.06926447494603027,23,3.294875981259603,0.38796930667998225,0.3914624489356213,26,18.62167036663526
Santarém Novo,0.018647698950014578,354,0.012618925913544287,67.6701503352746,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0026536196186542293,0.0,0,0.0
Santo Antônio do Tauá,0.043684800354249466,612,0.022419750251887274,51.32162690473731,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.85414925000052e-05,0.0,0,0.0
São Caetano de Odivelas,0.03771353748321213,495,0.016846210771977878,44.66886931377581,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00011914255371547131,0.0,0,0.0
São Domingos do Araguaia,0.11366460027858087,1928,0.1633258616196972,143.69105352009456,0.042913062687130424,0.05118756097840492,88,31.340756736734505,0.0,0.0,0,0.0,0.0010805647082868107,0.00014501626984776412,1,0.08878953302902709,0.0,0.0,0,0.0
São Domingos do Capim,0.13710643358954017,3474,0.17345443308027028,126.51079058736678,0.028665055649687902,0.05029156578868251,39,28.99410807529425,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Félix do Xingu,6.896822490888811,12072,4.341430840881392,62.94827576926517,0.379793919166481,0.9706020460084516,881,22.35673172237845,0.0,0.0,0,0.0,2.4906305844200096,0.02490295527492651,31,0.5736117005579373,1.3129442307347028,1.487358869200167,1411,34.259646732002416
São Francisco do Pará,0.03895829673636908,659,0.03007575191988306,77.1998635448715,0.003674384938226049,0.003674384753111123,1,12.217100217142002,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Geraldo do Araguaia,0.25887245532530434,3350,0.3393706748482993,131.09570673397417,0.08835337830186883,0.12646125279506512,222,37.2634591517355,0.0,0.0,0,0.0,0.020843871843003035,0.005390291722284792,9,1.5883198289581988,0.04224296762603405,0.01603538390882972,42,4.725035218790672
São João da Ponta,0.015918211574432274,393,0.006570362505212329,41.275758111957764,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0025669365968478417,0.0,0,0.0
São João de Pirabas,0.05427863409321105,510,0.02671760063856392,49.22305265214043,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000924185648322841,0.0,0,0.0
São João do Araguaia,0.10443804192412978,2141,0.12638413403756804,121.01350399635149,0.031023683691814654,0.0329442615941575,28,26.066770045965367,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Miguel do Guamá,0.0889561439211705,1554,0.06700821336136524,75.32724599747189,0.0,0.0,0,0.0,0.0009011592362813657,0.0016153896498925298,6,2.410733802408633,0.0,0.0,0,0.0,0.0,0.0,0,0.0
São Sebastião da Boa Vista,0.1326447125605797,145,0.3141428799524248,236.83030698185857,0.0549069681214085,0.12213255019472144,48,38.878025888480344,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.05868829444581734,0.17507766786719256,17,55.731859303545924
Sapucaia,0.10620253335280276,355,0.14625025248840384,137.70881717346924,0.0034704503318229,0.005158893000811943,10,3.527442115849332,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Senador José Porfírio,1.1745725738405441,2719,0.6099246602114744,51.92737118126135,0.14135129316248757,0.19526294103433847,205,32.01427221628266,0.0,0.0,0,0.0,0.8261595452202994,0.11032848948950014,151,18.088871738887686,0.02189576453393275,0.0008161204772471178,3,0.13380676835793961
Soure,0.23214052430366064,197,0.2175046010659314,93.69523124769714,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Tailândia,0.3603905139747813,3238,0.4821631996088576,133.78909291785564,0.004614872246412785,0.005278887175018395,9,1.0948341099654133,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Terra Alta,0.016654457531533537,749,0.013602018573646483,81.67194006705071,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Terra Santa,0.15411065511449148,1232,0.1636838397550618,106.21189017297877,0.03239503918801559,0.0686295444921949,65,41.9281125093918,5.432221695797998e-05,5.432221695797998e-05,1,0.0331872816762292,0.0,0.0,0,0.0,0.04237287709642265,0.04387195435526954,7,26.802862408970853
Tomé-Açu,0.41844970604104614,3902,0.535092805741362,127.87505834425754,0.005092220718019494,0.005358549451106222,7,1.0014243124951088,0.0,0.0,0,0.0,0.0014707503478130078,0.0,0,0.0,0.0,0.0,0,0.0
Tracuateua,0.07053111902042836,1082,0.03260138426589043,46.222695341680165,0.0,0.0,0,0.0,0.00016789002338651657,0.00015689708509551248,1,0.4812589668459809,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Trairão,0.9779882459354019,2013,0.3622661480824278,37.041973621670316,0.04576124406188093,0.06404825074101925,73,17.679888413544536,0.0,0.0,0,0.0,0.01595921879862647,0.003143424344423707,6,0.8677113114384819,0.6671932986899292,0.04801748070562363,55,13.254752330515307
Tucumã,0.20554165853769704,2671,0.6015758948339184,292.6783305699498,0.19376460616779298,0.4928545258343537,531,81.9272397825082,0.0,0.0,0,0.0,0.0005334025663736005,0.00010505247497047878,1,0.017462879725172735,0.0,0.0,0,0.0
Tucuruí,0.16970360620669198,1706,0.1577434277045356,92.95231328933023,0.013290509487050316,0.01589939300716096,23,10.079274451257412,0.0,0.0,0,0.0,0.00817287098954118,0.0,0,0.0,0.10927319909659516,0.04943978180291861,88,31.3418964722402
Ulianópolis,0.41428427636567045,2201,0.5066717055091785,122.30049133266205,0.018686028258972153,0.035538603434402426,39,7.01412829016927,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Uruará,0.8783891310206668,6556,1.0117923817569916,115.18726109250845,0.3176215082425031,0.423163034159999,322,41.82310934434696,0.0,0.0,0,0.0,0.075211918353225,0.009984690550192746,50,0.9868319558657076,0.0,0.0,0,0.0
Vigia,0.03262954400296701,803,0.01891617324804848,57.972533254919,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Viseu,0.40414628409107684,4408,0.454767017900878,112.52534931099191,0.0008714952970690823,0.0017267554705419838,2,0.37970112223889363,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
Vitória do Xingu,0.251364149036114,1982,0.2246334840309157,89.36576074682877,0.00030690087855718087,0.000357196788717568,3,0.1590131543650046,0.0,0.0,0,0.0,0.011431066881102875,0.0018969189668949177,6,0.84445067264943,0.0,0.0,0,0.0
Xinguara,0.3092306326931461,2363,0.3885112813908347,125.63803204333897,0.04876458334308286,0.050511901700855705,97,13.001398960675669,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
